,year,authors,journal,title,type,pdf?,keywords,keywords_online?,notes,filepath
493,2020,Yabanci,"Politics, Religion & Ideology","Fuzzy Borders between Populism and Sacralized Politics: Mission, Leader, Community and Performance in ‘New’ Turkey",article,y,y,,,"['Politics, Religion & Ideology/2020 - Yabanci - Fuzzy Borders between Populism and Sacralized Politics Mission Leader Community and Performance in New Turkey.pdf']"
494,2019,Martin,Politische Vierteljahresschrift,Electoral Participation and Right Wing Authoritarian Success – Evidence from the 2017 Federal Elections in Germany,article,y,y,,,['Politische Vierteljahresschrift/2019 - Martin - Electoral Participation and Right Wing Authoritarian Success – Evidence from the 2017 Federal Elections in Germany.pdf']
495,2020,Kriesi,Politische Vierteljahresschrift,Is There a Crisis of Democracy in Europe?,article,y,y,,,['Politische Vierteljahresschrift/2020 - Kriesi - Is There a Crisis of Democracy in Europe.pdf']
496,2020,Schwander et al.,Politische Vierteljahresschrift,"Fighting Fire with Fire? Inequality, Populism and Voter Turnout",article,y,y,,,"['Politische Vierteljahresschrift/2020 - Schwander et al. - Fighting Fire with Fire_Inequality, Populism and Voter Turnout.pdf']"
497,2015,Bray,Historical Materialism Research in Critical Marxist Theory,Rearticulating Contemporary Populism,article,y,y,,,['Historical Materialism Research in Critical Marxist Theory/2015 - Bray - Rearticulating Contemporary Populism.pdf']
498,2015,Castagno,Historical Materialism Research in Critical Marxist Theory,Inside Latinamericanism,article,y,y,,,['Historical Materialism Research in Critical Marxist Theory/2015 - Castagno - Inside Latinamericanism.pdf']
499,2016,Read,Historical Materialism Research in Critical Marxist Theory,Under Pressure,article,y,y,,,['Historical Materialism Research in Critical Marxist Theory/2016 - Read - Under Pressure.pdf']
500,2017,Melkonian,Historical Materialism Research in Critical Marxist Theory,Paradoxes of Plain Thinking,article,y,y,,,['Historical Materialism Research in Critical Marxist Theory/2017 - Melkonian - Paradoxes of Plain Thinking.pdf']
501,2019,Sotiris,Historical Materialism Research in Critical Marxist Theory,Is a ‘Left Populism’ Possible?,article,y,y,,,['Historical Materialism Research in Critical Marxist Theory/2019 - Sotiris - Is a ‘Left Populism’ Possible.pdf']
502,2016,Moore,Critical Review,Conspiracy and Conspiracy Theories in Democratic Politics,article,y,y,,,['Critical Review/2016 -  Moore - Conspiracy and Conspiracy Theories in Democratic Politics.pdf']
503,2018,Jacobs,Critical Review,The Dislocated Universe of Laclau and Mouffe: An Introduction to Post-Structuralist Discourse Theory,article,y,y,,,['Critical Review/2018 - Jacobs - The Dislocated Universe of Laclau and Mouffe An Introduction to Post Structuralist Discourse Theory.pdf']
504,2019,Appel,Critical Review,Can the EU Stop Eastern Europe's Illiberal Turn?,article,y,y,,,['Critical Review/2019 -  Appel - Can the EU Stop Eastern Europe s Illiberal Turn.pdf']
505,2019,Ochoa Espejo,Critical Review,The Border Wall as a Populist Challenge,article,y,y,,,['Critical Review/2019 -  Ochoa Espejo - The Border Wall as a Populist Challenge.pdf']
506,2019,Barndt,Critical Review,"Populism in America: Christopher Lasch, bell hooks, and the Persistence of Democratic Possibility",article,y,y,,,['Critical Review/2019 - Barndt - Populism in America Christopher Lasch bell hooks and the Persistence of Democratic Possibility.pdf']
507,2019,Friedman,Critical Review,Populists as Technocrats,article,y,y,,,['Critical Review/2019 - Friedman - Populists as Technocrats.pdf']
508,2019,"Hay, Benoît",Critical Review,"Brexit, Positional Populism, and the Declining Appeal of Valence Politics",article,y,y,,,"['The British Journal of Politics and International Relations/2017 - Wilson - Brexit, Trump and the special relationship.pdf']"
509,2019,"Muravchik, Shields",Critical Review,Trump: New Populist or Old Democrat?,article,y,y,,,"['Critical Review/2019 - Muravchik, Shields - Trump New Populist or Old Democrat.pdf']"
510,2019,Wallace Goodman,Critical Review,"Liberal Democracy, National Identity Boundaries, and Populist Entry Points",article,y,y,,,['Critical Review/2019 - Wallace Goodman - Liberal Democracy National Identity Boundaries and Populist Entry Points.pdf']
511,2019,Yack,Critical Review,Of Scribes and Tribes: Progressive Politics and the Populist Challenge,article,y,y,,,['Critical Review/2019 - Yack - Of Scribes and Tribes Progressive Politics and the Populist Challenge.pdf']
512,2020,Elliott,Critical Review,"A Family Affair: Populism, Technocracy, and Political Epistemology",article,y,y,,,['Critical Review/2020 - Elliott - A Family Affair Populism Technocracy and Political Epistemology.pdf']
513,2011,DeCanio,Studies in American Political Development,Just Because You’re Paranoid Doesn’t Mean They Aren’t Out to Get You: Rejoinder to Bensel,article,y,y,,,['Studies in American Political Development/2011 - DeCanio - Just Because You’re Paranoid Doesn´t Mean They Aren´t Out to Get You _Rejoinder to Bensel.pdf']
514,2014,Rothstein,Studies in American Political Development,Macune’s Monopoly: Economic Law and the Legacy of Populism,article,y,y,,,['Studies in American Political Development/2014 - Rothstein - Macune’s Monopoly_Economic Law and the Legacy of Populism.pdf']
515,2013,Schou Tjalve,International Politics,"Realism, pragmatism and the public sphere: Restraining foreign policy in an age of mass politics",article,y,y,,,"['International Politics/2013 - Schou Tjalve - Realism, pragmatism and the public sphere_Restraining foreign policy in an age of mass politics.pdf']"
516,2017,Burgoon et al.,International Politics,"Globalization, domestic politics, and transatlantic relations",article,y,y,,,"['International Politics/2017 - Burgoon et al. - Globalization, domestic politics, and transatlantic relations.pdf']"
517,2017,De Jonquières,International Politics,The world turned upside down: the decline of the rulesbased international system and the rise of authoritarian nationalism,article,y,y,,,['International Politics/2017 - De Jonquières - The world turned upside down_the decline of the rules-based international system and the rise of authoritarian nationalism.pdf']
518,2017,Morgan,International Politics,"Taxing the powerful, the rise of populism and the crisis in Europe: the case for the EU Common Consolidated Corporate Tax Base",article,y,y,,,"['International Politics/2017 - Morgan - Taxing the powerful, the rise of populism and the crisis in Europe_the case for the EU Common Consolidated Corporate Tax Base.pdf']"
519,2020,"Cadier, Szulecki",International Politics,"Populism, historical discourse and foreign policy: the case of Poland’s Law and Justice government",article,y,y,,,"['International Politics/2020 - Cadier, Szulecki - Populism, historical discourse and foreign policy_the case of Poland’s Law and Justice government.pdf']"
520,2017,"Brunnbauer, Haslinger",Nationalities Papers The Journal of Nationalism and Ethnicity,Political mobilization in East Central Europe,article,y,y,,,"['Nationalities Papers The Journal of Nationalism and Ethnicity/2017 - Brunnbauer, Haslinger - Political mobilization in East Central Europe.pdf']"
521,2019,Stroschein,Nationalities Papers The Journal of Nationalism and Ethnicity,"Populism, Nationalism, and Party Politics",article,y,y,,,"['Nationalities Papers The Journal of Nationalism and Ethnicity/2019 - Stroschein - Populism, Nationalism, and Party Politics.pdf']"
522,2017,"Rhodes, Johnson",Presidential Studies Quarterly,"Welcoming Their Hatred: Class Populism inDemocratic Rhetoric in American PresidentialCampaigns, 1932–2012",article,y,y,,,"['Presidential Studies Quarterly/2016 - Rhodes, Johnson - Welcoming Their Hatred  Class Populism in Democratic Rhetoric in American Presidential Campaigns 1932-2012 .pdf']"
523,2019,Nai et al.,Presidential Studies Quarterly,"Donald Trump, Populism, and the Age of Extremes: Comparing the Personality Traits and Campaigning Styles of Trump and Other Leaders Worldwide",article,y,y,,,['Presidential Studies Quarterly/2019 - Nai et al. - Donald Trump  Populism  and the Age of Extremes.pdf']
524,2016,Brewer,Forum: A Journal of Applied Research in Contemporary Politics,Populism in American Politics,article,y,y,,,['Forum A Journal of Applied Research in Contemporary Politics/2016 - Brewer - Populism in American Politics.pdf']
525,2016,Formisano,Forum: A Journal of Applied Research in Contemporary Politics,The Populist Tsunami of the Second Gilded Age,article,y,y,,,['Forum A Journal of Applied Research in Contemporary Politics/2016 - Formisano - The Populist Tsunami of the Second Gilded Age.pdf']
526,2016,Kenneth White,Forum: A Journal of Applied Research in Contemporary Politics,Donald Trump and the Scourge of Populism,article,y,y,,,['Forum A Journal of Applied Research in Contemporary Politics/2016 - Kenneth White - Donald Trump and the Scourge of Populism.pdf']
527,2016,Lichtenstein,Forum: A Journal of Applied Research in Contemporary Politics,Twenty-First Century “Populism:” Not for the Unions and a Good Thing Too,article,y,y,,,['Forum A Journal of Applied Research in Contemporary Politics/2016 - Lichtenstein - Twenty-First Century “Populism”.pdf']
528,2016,Lowndes,Forum: A Journal of Applied Research in Contemporary Politics,White Populism and the Transformation of the Silent Majority,article,y,y,,,['Forum A Journal of Applied Research in Contemporary Politics/2016 - Lowndes - White Populism and the Transformation of the Silent Majority.pdf']
529,2018,Serra,Journal of Theoretical Politics,The electoral strategies of a populist candidate: Does charisma discourage experience and encourage extremism?,article,y,y,,,['Journal of Theoretical Politics/2018 - Serra - The electoral strategies of a populist candidate.pdf']
530,2020,Dewi,Contemporary Southeast Asia,Motherhood Identity in the 2019 Indonesian Presidential Elections: Populism and Political Division in the National Women’s Movement,article,n,y,,NEJDE STÁHNOUT - NEMÁM PŘÍSTUP,[]
531,2013,D’Eramo,New Left Review,Populism and the New Oligarchy,article,y,n,,,['New Left Review/2013 - D´Eramo - Populism and the New Oligarchy.pdf']
532,2012,Braun,The Independent Review,The Values of Free Enterprise versus the New Populism in Latin America,article,y,y,,,['The Independent Review/2012 - Braun - The Values of Free Enterprise versus the New Populism in Latin America.pdf']
533,2019,"2019 - Cachanosky, Padilla",The Independent Review,Latin American Populism in the Twenty-First Century,article,y,y,,,"['The Independent Review/2019 - Cachanosky, Padilla - Latin American Populism in the Twenty-First Century.pdf']"
534,2019,Smith,The Independent Review,Will Populism Kill Globalization,article,y,y,,,['The Independent Review/2019 - Smith - Will Populism Kill Globalization.pdf']
535,2019,Vaduchova,Current History,The EU’s Eastward Enlargement and the Illiberal Turn,article,y,y,,,['Current History/2019 - Vachudova - The EU’s Eastward Enlargement and the Illiberal Turn.pdf']
536,2019,Jones,Current History,Why European Democracies Are Struggling,article,y,y,,,['Current History/2019 - Jones - Why European Democracies Are Struggling.pdf']
537,2018,Grzymala-Busse,Current History,Poland’s Path to Illiberalism,article,y,y,,,['Current History/2018 - Grzymala-Busse - Poland’s Path to Illiberalism.pdf']
538,2017,Eichengreen,Current History,The Populist Turn in American Politics,article,y,y,,,['Current History/2017 - Eichengreen - The Populist Turn in American Politics.pdf']
539,2014,Mudde,Current History,The Far Right and the European Elections,article,y,y,,,['Current History/2014 - Mudde - The Far Right and the European Elections.pdf']
540,2020,Cano,European History Quarterly,Printing the People,article,y,y,,,['European History Quarterly/2020 - Cano - Printing the People.pdf']
541,2015,Lindgren,Japanese Journal of Political Science,Developing Japanese Populism Research through Readings Of European Populist Radical Right Studies,article,y,y,,,['Japanese Journal of Political Science/2015 - Lindgren - Developing Japanese Populism Research through Readings Of European Populist Radical Right Studies.pdf']
